CustomerID,Gender,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6319-IEJWJ,Male,Month-to-month,Electronic check,90.2,1776.55,Yes
6319-QSUSR,Female,Month-to-month,Credit card (automatic),19.7,216.2,No
6319-ZXCPZ,Male,Month-to-month,Electronic check,95.75,5742.9,
6322-HRPFA,Male,Month-to-month,Credit card (automatic),59.6,2970.3,No
6322-PJJDJ,Male,Two year,Electronic check,94.8,4690.65,No
6323-AYBRX,Male,Two year,Mailed check,19.35,1099.6,Yes
6326-MTTXK,Male,Month-to-month,Electronic check,100.85,819.55,Yes
6328-ZPBGN,Female,Month-to-month,Bank transfer (automatic),95.15,997.65,Yes
6330-JKLPC,Male,Month-to-month,Bank transfer (automatic),80.5,896.9,Yes
6331-EWIEB,Male,Month-to-month,Electronic check,85.25,1734.5,Yes
6331-LWDTQ,Male,Month-to-month,Credit card (automatic),72.15,794.25,Yes
6332-FBZRI,Male,One year,Credit card (automatic),69.35,4653.25,No
6333-YDVLT,Male,One year,Credit card (automatic),110.0,7138.65,No
6338-AVWCY,Male,Month-to-month,Mailed check,40.15,130.75,Yes
6339-DKLMK,Female,Month-to-month,Electronic check,31.65,389.95,No
6339-RZCBJ,Male,Two year,Credit card (automatic),78.9,3771.5,No
6339-TBELP,Male,Two year,Credit card (automatic),86.4,6172.0,No
6339-YPSAH,Male,Month-to-month,Electronic check,73.8,704.3,No
6340-DACFT,Female,Two year,Credit card (automatic),20.55,1070.25,No
6341-AEVKX,Female,One year,Electronic check,104.3,6613.65,No
6341-JVQGF,Female,One year,Mailed check,81.15,2545.75,No
6344-SFJVH,Female,Month-to-month,Credit card (automatic),24.9,505.95,No
6345-FZOQH,Male,Two year,Mailed check,19.9,1363.45,No
6345-HOVES,Male,Month-to-month,Bank transfer (automatic),25.05,852.7,No
6345-ULYRW,Male,One year,Mailed check,88.4,3912.9,Yes
6347-DCUIK,Male,Month-to-month,Mailed check,74.15,811.8,Yes
6348-SNFUS,Male,Two year,Credit card (automatic),55.45,4179.2,No
6349-JDHQP,Female,Two year,Credit card (automatic),19.85,1049.6,No
6350-XFYGW,Male,Month-to-month,Electronic check,94.75,422.4,No
6351-SCJKT,Male,Month-to-month,Mailed check,41.35,107.25,No
6352-GIGGQ,Male,One year,Bank transfer (automatic),88.8,5903.15,No
6352-TWCAU,Female,Month-to-month,Electronic check,86.45,3029.1,Yes
6353-BRMMA,Female,Month-to-month,Bank transfer (automatic),104.1,5645.8,No
6356-ELRKD,Female,Month-to-month,Electronic check,95.6,95.6,Yes
6357-JJPQT,Female,Month-to-month,Electronic check,80.5,232.35,No
6358-LYNGM,Male,Month-to-month,Electronic check,74.9,74.9,Yes
6360-SVNWV,Female,Month-to-month,Credit card (automatic),73.55,2094.65,No
6362-QHAFM,Male,One year,Electronic check,108.3,4586.15,No
6365-HITVU,Female,Two year,Credit card (automatic),87.25,6328.7,No
6365-MTGZX,Male,Month-to-month,Electronic check,96.0,2122.45,Yes
6366-XIVKZ,Female,Month-to-month,Mailed check,63.15,816.8,No
6366-ZGQGL,Male,Month-to-month,Bank transfer (automatic),24.8,24.8,Yes
6368-NWMCE,Female,Month-to-month,Credit card (automatic),68.15,2656.3,No
6368-TZZDT,Male,Two year,Credit card (automatic),19.5,96.85,No
6369-MCAKO,Female,Two year,Bank transfer (automatic),89.05,6185.8,No
6370-ZVHDV,Female,Two year,Bank transfer (automatic),25.3,1554.9,No
6371-NZYEG,Male,Two year,Mailed check,64.25,1024.0,No
6372-RFVNS,Female,Month-to-month,Electronic check,78.8,78.8,Yes
6374-AFWOX,Male,Two year,Mailed check,65.65,3047.15,No
6374-NTQLP,Male,Two year,Credit card (automatic),104.1,7447.7,No
6376-GAHQE,Male,Month-to-month,Electronic check,77.85,299.2,Yes
6377-KSLXC,Male,Month-to-month,Mailed check,19.95,107.05,No
6377-WHAOX,Female,Month-to-month,Electronic check,106.15,6411.25,No
6379-RXJRQ,Male,Month-to-month,Electronic check,70.1,659.65,Yes
6380-ARCEH,Male,Month-to-month,Mailed check,20.2,20.2,No
6381-LOPCO,Male,Month-to-month,Electronic check,69.8,69.8,
6383-ZTSIW,Female,One year,Mailed check,99.1,3877.95,No
6384-VMJHP,Female,Two year,Credit card (automatic),73.0,5265.2,No
6385-MVEPL,Male,Two year,Mailed check,69.25,4447.75,
6386-SZZKH,Female,Two year,Bank transfer (automatic),107.95,5293.2,Yes
6388-TABGU,Male,One year,Bank transfer (automatic),56.15,3487.95,No
6390-DSAZX,Female,Month-to-month,Mailed check,73.6,73.6,Yes
6393-WRYZE,Female,Month-to-month,Electronic check,97.65,3207.55,Yes
6394-HHHZM,Male,Month-to-month,Mailed check,20.7,57.5,No
6394-MFYNG,Female,Month-to-month,Bank transfer (automatic),107.4,5121.3,Yes
6397-JNZZG,Female,Month-to-month,Credit card (automatic),55.55,2342.2,Yes
6400-BWQKW,Female,Month-to-month,Electronic check,79.05,434.5,Yes
6402-EJMWF,Male,Month-to-month,Mailed check,55.3,238.5,No
6402-SSEJG,Female,One year,Electronic check,61.05,1540.2,No
6402-ZFPPI,Female,Month-to-month,Mailed check,102.8,2660.2,Yes
6407-GSJNL,Female,Two year,Bank transfer (automatic),24.95,1288.0,No
6407-UTSLV,Female,Month-to-month,Bank transfer (automatic),83.8,163.7,No
6408-OTUBZ,Female,One year,Bank transfer (automatic),104.55,6779.05,No
6408-WHTEF,Male,Two year,Mailed check,89.4,6376.55,No
6410-LEFEN,Female,Month-to-month,Electronic check,45.15,416.45,Yes
6413-XKKPU,Male,Month-to-month,Electronic check,89.4,1539.45,Yes
6416-JNVRK,Female,One year,Credit card (automatic),55.65,2688.85,No
6416-TVAIH,Male,Month-to-month,Electronic check,68.5,68.5,Yes
6416-YJTTB,Male,Month-to-month,Bank transfer (automatic),79.5,795.65,No
6418-HNFED,Male,Two year,Credit card (automatic),83.25,4089.45,No
6418-PIQSP,Female,Two year,Mailed check,81.0,4985.9,No
6419-ZTTLE,Male,One year,Electronic check,20.75,485.2,No
6421-SZVEM,Female,One year,Bank transfer (automatic),82.85,2320.8,No
6424-ELEYH,Female,Month-to-month,Credit card (automatic),74.75,229.5,Yes
6425-JWTDV,Male,Two year,Mailed check,19.25,855.1,No
6425-YQLLO,Female,One year,Credit card (automatic),105.95,6975.25,Yes
6427-FEFIG,Female,Two year,Credit card (automatic),78.6,1846.65,No
6429-SHBCB,Male,Month-to-month,Mailed check,69.6,1394.55,No
6432-TWQLB,Male,Month-to-month,Electronic check,85.4,401.1,Yes
6434-TTGJP,Male,Two year,Credit card (automatic),53.7,521.0,No
6435-SRWBJ,Female,Month-to-month,Electronic check,82.75,417.75,No
6435-VWCCY,Male,Two year,Credit card (automatic),92.7,5968.4,No
6437-UDQJM,Female,Two year,Credit card (automatic),84.1,6129.65,No
6437-UKHMV,Female,Month-to-month,Electronic check,79.7,586.05,Yes
6439-GTPCA,Female,Month-to-month,Electronic check,87.25,3941.7,Yes
6439-LAJXL,Male,Month-to-month,Mailed check,68.95,593.85,No
6439-PKTRR,Female,Two year,Electronic check,80.7,5617.95,No
6440-DKQGE,Male,One year,Credit card (automatic),64.5,1929.95,No
6445-TNRXS,Male,Two year,Bank transfer (automatic),114.7,7849.85,No
6447-EGDIV,Female,One year,Mailed check,20.95,683.25,No
6447-GORXK,Male,Month-to-month,Credit card (automatic),25.0,789.2,No
6457-GIRWB,Male,Month-to-month,Electronic check,69.35,69.35,Yes
6457-USBER,Male,Month-to-month,Electronic check,80.8,80.8,Yes
6458-CYIDZ,Female,Month-to-month,Electronic check,80.7,374.8,No
6461-PPAXN,Female,One year,Bank transfer (automatic),54.95,1916.0,No
6461-SZMCV,Female,Two year,Bank transfer (automatic),87.95,6365.35,No
6463-CCMII,Male,Month-to-month,Mailed check,19.7,675.6,
6463-HHXJR,Female,Two year,Bank transfer (automatic),100.5,7030.65,No
6463-MVYRY,Female,Two year,Bank transfer (automatic),69.85,4003.0,No
6464-KEXXH,Male,Month-to-month,Credit card (automatic),25.25,186.3,No
6465-GSRCL,Female,One year,Bank transfer (automatic),106.6,7244.7,No
6467-CHFZW,Male,Month-to-month,Electronic check,99.35,4749.15,Yes
6469-MRVET,Male,One year,Electronic check,20.2,20.2,No
6469-QJKZW,Female,Month-to-month,Electronic check,20.15,91.4,No
6473-ULUHT,Male,Month-to-month,Electronic check,84.9,1398.25,No
6474-FVJLC,Male,Month-to-month,Electronic check,86.0,165.45,Yes
6475-VHUIZ,Female,Month-to-month,Electronic check,54.25,1221.55,No
6476-EPYZR,Male,Month-to-month,Mailed check,20.5,255.5,No
6476-YHMGA,Female,Month-to-month,Bank transfer (automatic),76.5,1155.6,No
6478-HRRCZ,Male,One year,Mailed check,70.5,2201.75,No
6479-OAUSD,Male,One year,Credit card (automatic),19.9,510.8,No
6479-SZPLM,Male,Two year,Credit card (automatic),19.45,754.5,No
6479-VDGRK,Female,Two year,Bank transfer (automatic),85.3,6129.2,No
6480-YAGIY,Male,One year,Credit card (automatic),112.2,5031.85,No
6481-ESCNL,Female,Month-to-month,Bank transfer (automatic),100.55,2878.75,No
6481-LXPWL,Male,One year,Credit card (automatic),36.1,1971.5,No
6481-OGDOO,Male,One year,Credit card (automatic),90.6,6056.15,Yes
6483-OATDN,Male,Month-to-month,Credit card (automatic),51.3,411.6,No
6484-LATFU,Male,Two year,Mailed check,24.55,1657.4,No
6485-QXWWE,Female,Two year,Bank transfer (automatic),26.0,1638.7,No
6486-LHTMA,Female,One year,Electronic check,90.7,2835.5,No
6490-FGZAT,Male,Month-to-month,Mailed check,20.65,109.3,No
6496-JDSSB,Female,Month-to-month,Bank transfer (automatic),80.0,624.6,No
6496-SLWHQ,Male,Month-to-month,Electronic check,105.0,294.45,Yes
6497-TILVL,Female,Month-to-month,Mailed check,50.7,350.35,No
6500-JVEGC,Male,One year,Bank transfer (automatic),101.35,7110.75,No
6502-HCJTI,Male,Month-to-month,Credit card (automatic),94.7,673.1,Yes
6502-KUGLL,Female,Month-to-month,Bank transfer (automatic),59.45,780.85,No
6502-MJQAE,Male,Month-to-month,Electronic check,69.6,69.6,Yes
6504-VBLFL,Male,Two year,Electronic check,58.6,3068.6,No
6505-OZNPG,Female,Two year,Mailed check,63.4,348.8,No
6506-EYCNH,Female,Month-to-month,Bank transfer (automatic),19.55,543.8,No
6507-DTJZV,Male,Month-to-month,Credit card (automatic),66.4,831.75,No
6507-MIKMI,Female,Month-to-month,Electronic check,106.3,4443.45,
6507-ZJSUR,Male,Month-to-month,Electronic check,90.45,2117.25,No
6508-NJYRO,Male,One year,Mailed check,18.8,294.95,No
6508-TFQQW,Male,Month-to-month,Electronic check,70.3,70.3,
6509-TSGWN,Female,Month-to-month,Mailed check,26.45,911.6,No
6510-UPNKS,Female,One year,Credit card (automatic),24.8,615.35,No
6513-EECDB,Male,Month-to-month,Electronic check,73.55,73.55,Yes
6516-NKQBO,Male,Two year,Credit card (automatic),81.0,3084.9,No
6518-KZXCB,Male,Two year,Mailed check,25.25,566.5,No
6518-LGAOV,Female,Month-to-month,Electronic check,105.0,4026.4,Yes
6518-PPLMZ,Male,Two year,Mailed check,19.4,1110.35,No
6519-CFDBX,Female,Month-to-month,Electronic check,45.4,80.95,No
6519-JNHOZ,Female,One year,Electronic check,65.65,3094.65,
6519-ZHPXP,Female,Two year,Bank transfer (automatic),108.3,7679.65,No
6521-YYTYI,Male,Month-to-month,Electronic check,93.3,93.3,Yes
6522-OIQSX,Female,Two year,Credit card (automatic),54.95,3772.5,No
6522-YRBXD,Male,Month-to-month,Electronic check,94.55,3365.4,No
6527-PZFPV,Male,One year,Credit card (automatic),20.8,469.65,No
6532-YLWSI,Female,One year,Bank transfer (automatic),20.8,1021.8,Yes
6532-YOHZY,Male,Two year,Bank transfer (automatic),109.75,4900.65,
6537-OTKMY,Male,One year,Electronic check,50.75,688.2,No
6537-QLGEX,Female,Month-to-month,Electronic check,38.9,664.4,No
6538-POCHL,Male,Month-to-month,Credit card (automatic),79.0,2576.8,No
6542-LWGXJ,Male,Month-to-month,Mailed check,25.0,78.25,No
6543-CPZMK,Male,Month-to-month,Electronic check,29.95,248.95,Yes
6543-JXSOO,Female,One year,Mailed check,57.75,1282.85,No
6543-XRMYR,Female,Month-to-month,Electronic check,99.7,2967.35,Yes
6546-OPBBH,Male,One year,Mailed check,23.95,1216.35,No
6547-ETRKK,Female,One year,Bank transfer (automatic),20.8,1021.8,
6549-BTYPG,Female,Two year,Credit card (automatic),60.8,3603.45,No
6549-NNDYT,Female,Month-to-month,Bank transfer (automatic),30.85,394.1,No
6549-YMFAW,Male,Month-to-month,Mailed check,21.25,204.55,No
6551-GNYDG,Female,Month-to-month,Bank transfer (automatic),80.9,1152.8,No
6551-VLJMV,Male,Two year,Credit card (automatic),20.05,679.0,No
6551-ZCOTS,Male,One year,Bank transfer (automatic),24.9,847.8,No
6554-ONRKJ,Male,One year,Bank transfer (automatic),54.85,2191.7,
6556-DBKZF,Female,Two year,Electronic check,76.05,5436.45,No
6557-BZXLQ,Male,Month-to-month,Electronic check,69.65,1043.3,No
6559-ILWKJ,Male,Two year,Electronic check,49.35,3515.25,Yes
6559-PDZLR,Male,Month-to-month,Electronic check,98.65,2537.0,No
6559-RAKOZ,Male,One year,Electronic check,97.95,4917.9,No
6563-VNPMN,Female,Month-to-month,Bank transfer (automatic),85.7,3778.1,No
6563-VRERX,Male,One year,Mailed check,20.6,690.25,No
6567-HOOPW,Female,Month-to-month,Electronic check,79.2,79.2,Yes
6568-POCUI,Female,Two year,Credit card (automatic),95.2,4285.8,No
6569-KTMDU,Female,Month-to-month,Mailed check,19.1,19.1,No
6572-ADKRS,Female,Month-to-month,Credit card (automatic),74.8,3548.3,No
6574-MCOEH,Female,One year,Electronic check,79.15,2531.4,No
6575-SUVOI,Female,Month-to-month,Credit card (automatic),69.5,1752.65,No
6576-FBXOJ,Male,One year,Electronic check,54.6,934.8,No
6578-KRMAW,Male,Month-to-month,Credit card (automatic),93.4,2979.3,No
6579-JPICP,Male,Month-to-month,Mailed check,20.4,20.4,No
6581-NQCBA,Female,Month-to-month,Electronic check,49.95,810.2,Yes
6582-OIVSP,Female,Month-to-month,Mailed check,45.3,45.3,No
6582-PLFUU,Male,Two year,Credit card (automatic),19.55,1086.75,No
6583-KQJLK,Female,Month-to-month,Electronic check,94.65,1285.05,No
6583-QGCSI,Female,Month-to-month,Electronic check,88.05,4367.35,Yes
6583-SZVGP,Male,Two year,Bank transfer (automatic),108.1,5067.45,No
6584-VQMYT,Male,One year,Mailed check,56.2,1567.55,No
6585-WCEWR,Male,Two year,Electronic check,20.35,1354.4,No
6586-MYGKD,Male,Two year,Credit card (automatic),76.95,5289.8,No
6586-PSJOX,Male,One year,Credit card (automatic),55.2,864.55,No
6591-QGOYB,Male,Month-to-month,Bank transfer (automatic),106.65,1672.1,No
6595-COKXZ,Female,Month-to-month,Mailed check,44.45,44.45,Yes
6595-YGXIT,Male,Month-to-month,Electronic check,88.95,2291.2,Yes
6598-KELSS,Male,One year,Bank transfer (automatic),43.05,2208.05,No
6598-RFFVI,Male,One year,Credit card (automatic),19.3,28.3,Yes
6599-CEBNN,Female,Month-to-month,Credit card (automatic),73.95,2524.45,Yes
6599-GZWCM,Female,One year,Mailed check,74.65,966.25,No
6599-RCLCJ,Male,Month-to-month,Electronic check,109.55,5124.55,Yes
6599-SFQVE,Female,Month-to-month,Electronic check,55.0,340.4,No
6603-QWSPR,Female,Two year,Bank transfer (automatic),104.4,4904.2,No
6603-YRDCJ,Male,Two year,Mailed check,61.05,2018.4,No
6608-QQLVK,Male,Month-to-month,Electronic check,50.5,50.5,Yes
6609-MXJHJ,Female,Two year,Mailed check,25.1,789.55,No
6614-FHDBO,Male,Two year,Bank transfer (automatic),109.2,7878.3,No
6614-VBEGU,Female,Month-to-month,Bank transfer (automatic),69.45,1614.05,No
6614-YOLAC,Female,Two year,Mailed check,58.65,4145.25,No
6614-YWYSC,Male,Two year,Bank transfer (automatic),25.0,1501.75,No
6615-NGGZJ,Male,Month-to-month,Electronic check,100.55,1415.55,Yes
6615-ZGEDR,Male,Month-to-month,Mailed check,19.7,19.7,Yes
6616-AALSR,Female,Two year,Credit card (automatic),104.3,6725.3,No
6617-WLBQC,Female,One year,Credit card (automatic),81.85,1810.85,No
6618-RYATB,Female,Month-to-month,Mailed check,79.55,79.55,Yes
6619-RPLQZ,Female,Two year,Mailed check,20.85,892.15,No
6620-HVDUJ,Male,Month-to-month,Bank transfer (automatic),60.45,1440.75,No
6620-JDYNW,Female,Month-to-month,Mailed check,60.6,1156.35,No
6621-NRZAK,Female,Two year,Credit card (automatic),20.0,1209.25,No
6621-YOBKI,Male,Month-to-month,Mailed check,20.35,92.75,No
6624-JDRDS,Female,Month-to-month,Bank transfer (automatic),29.45,161.45,No
6625-FLENO,Male,Two year,Mailed check,20.75,1185.95,No
6625-IUTTT,Male,Two year,Bank transfer (automatic),65.55,4361.55,No
6625-UTXEW,Female,Month-to-month,Electronic check,51.25,612.1,No
6627-CFOSN,Female,Month-to-month,Bank transfer (automatic),99.45,5623.7,No
6629-CZTTH,Male,Month-to-month,Mailed check,55.7,55.7,Yes
6629-LADHQ,Female,Month-to-month,Mailed check,50.95,123.05,No
6630-UJZMY,Female,Month-to-month,Electronic check,83.25,308.05,No
6631-HMANX,Male,Two year,Credit card (automatic),85.45,6227.5,No
6633-MPWBS,Male,Month-to-month,Electronic check,49.2,216.9,Yes
6633-SYEUS,Female,Month-to-month,Bank transfer (automatic),83.2,2032.3,No
6635-CPNUN,Male,Month-to-month,Credit card (automatic),96.6,2684.35,No
6635-MYYYZ,Female,One year,Bank transfer (automatic),85.35,2530.4,Yes
6637-KYRCV,Female,Month-to-month,Electronic check,30.5,167.2,No
6641-XRPSU,Female,Month-to-month,Credit card (automatic),70.0,2416.1,Yes
6645-MXQJT,Male,Month-to-month,Electronic check,97.1,184.15,No
6646-JPPHA,Female,Month-to-month,Electronic check,78.85,1043.8,No
6646-QVXLR,Male,One year,Electronic check,103.75,6383.35,Yes
6646-VRFOL,Male,Month-to-month,Electronic check,103.85,5485.5,Yes
6647-ZEDXT,Female,One year,Credit card (automatic),110.45,3327.05,No
6648-INWPS,Male,Month-to-month,Electronic check,20.15,341.35,No
6648-RXFRG,Male,Month-to-month,Electronic check,86.8,620.35,
6650-BWFRT,Female,Two year,Credit card (automatic),117.15,8529.5,No
6650-VJONK,Male,Month-to-month,Bank transfer (automatic),43.85,43.85,No
6651-AZVTJ,Male,Month-to-month,Electronic check,99.8,4872.45,Yes
6651-RLGGM,Male,Two year,Mailed check,26.3,1688.9,No
6652-YFFJO,Female,Month-to-month,Electronic check,64.9,716.1,No
6653-CBBOM,Female,Month-to-month,Electronic check,70.3,70.3,Yes
6654-QGBZZ,Female,Month-to-month,Mailed check,19.9,19.9,No
6655-LHBYW,Male,One year,Credit card (automatic),114.35,5791.1,No
6656-GULJQ,Male,Two year,Credit card (automatic),83.55,6093.3,No
6656-JWRQX,Female,Month-to-month,Mailed check,30.55,30.55,No
6661-EIPZC,Female,Month-to-month,Credit card (automatic),29.5,1423.05,No
6661-HBGWL,Female,Month-to-month,Bank transfer (automatic),104.75,4323.45,Yes
6663-JOCQO,Male,One year,Bank transfer (automatic),75.25,2344.5,No
6664-FPDAC,Female,One year,Electronic check,111.95,6418.9,Yes
6668-CNMFP,Female,One year,Bank transfer (automatic),89.35,1686.85,No
6670-MFRPK,Male,Two year,Credit card (automatic),79.2,5420.65,No
6671-NGWON,Female,Month-to-month,Mailed check,20.35,150.6,No
6674-KVJHG,Female,One year,Electronic check,25.2,245.15,No
6680-NENYN,Female,Two year,Electronic check,104.6,4759.85,Yes
6680-WKXRZ,Female,Month-to-month,Bank transfer (automatic),74.4,215.8,Yes
6681-ZSEXG,Male,Two year,Credit card (automatic),59.5,3389.25,No
6682-QJDGB,Male,Month-to-month,Mailed check,55.25,2139.2,Yes
6682-VCIXC,Female,One year,Bank transfer (automatic),51.25,2151.6,No
6683-VLCTZ,Male,Month-to-month,Electronic check,98.55,1842.8,Yes
6685-GBWJZ,Male,One year,Credit card (automatic),70.8,4448.8,No
6685-XSHHU,Male,Two year,Bank transfer (automatic),20.95,1270.55,No
6686-YPGHK,Male,Month-to-month,Mailed check,85.5,4042.3,Yes
6688-UZPWD,Female,Month-to-month,Electronic check,102.0,1145.35,Yes
6689-KXGBO,Female,Month-to-month,Electronic check,50.55,50.55,Yes
6689-TCZHQ,Female,Month-to-month,Electronic check,78.95,378.4,Yes
6689-VRRTK,Female,One year,Credit card (automatic),109.8,4860.35,No
6691-CCIHA,Female,Two year,Electronic check,84.95,5150.55,No
6692-UDPJC,Female,Month-to-month,Electronic check,91.65,1301.0,Yes
6692-YQHXC,Male,Month-to-month,Credit card (automatic),69.95,1205.5,No
6693-DJWTY,Female,One year,Credit card (automatic),55.6,2016.45,No
6693-FRIRW,Male,Month-to-month,Credit card (automatic),101.3,1794.65,No
6695-AMZUF,Female,Two year,Credit card (automatic),86.45,5950.2,No
6695-FRVEC,Male,Two year,Bank transfer (automatic),60.4,3953.7,No
6696-YDAYZ,Male,Two year,Mailed check,20.5,290.55,No
6698-OXETB,Male,Two year,Mailed check,20.4,231.45,No
6701-DHKWQ,Female,Two year,Credit card (automatic),51.35,3244.4,No
6701-YVNQG,Male,Two year,Credit card (automatic),88.7,6301.7,No
6702-OHFWR,Male,Month-to-month,Electronic check,43.3,43.3,Yes
6704-UTUKK,Male,Month-to-month,Electronic check,45.9,1332.4,No
6705-LNMDD,Male,Month-to-month,Mailed check,50.0,1003.05,No
6705-LXORM,Female,Month-to-month,Electronic check,70.05,302.6,No
6710-HSJRD,Male,Month-to-month,Electronic check,114.1,7132.15,No
6711-FLDFB,Female,Month-to-month,Electronic check,74.9,541.15,Yes
6711-VTNRE,Female,Month-to-month,Electronic check,87.55,3078.1,Yes
6712-OAWRH,Female,Month-to-month,Electronic check,91.25,2351.8,Yes
6713-OKOMC,Female,Month-to-month,Mailed check,29.75,301.9,No
6715-OFDBP,Male,Month-to-month,Electronic check,70.05,346.4,Yes
6718-BDGHG,Female,One year,Bank transfer (automatic),64.85,2908.2,No
6719-FGEDO,Female,Two year,Bank transfer (automatic),97.0,7104.2,No
6719-OXYBR,Male,Month-to-month,Electronic check,85.3,1219.85,No
6723-CEGQI,Female,Two year,Mailed check,45.25,2933.95,No
6723-WSNTY,Female,One year,Credit card (automatic),108.1,7181.95,No
6724-JVHVX,Male,Month-to-month,Mailed check,20.4,184.1,
